block_date,starknet_tx_count,zksync_tx_count,starknet_user_count,zksync_user_count,starknet_bridged_amount_usd,zksync_bridged_amount_usd,starknet_balance_amount_usd,zksync_balance_amount_usd
2022-05-14 00:00:00.000 UTC,1200,1421,1128,1221,35903.325059125964,2.3568013899999987e+06,35259.612437825956,879175.6700000003
2022-05-15 00:00:00.000 UTC,726,3322,671,2543,18122.20572153449,2.5522505900000003e+06,15157.857714434482,1.2335022299999993e+06
2022-05-16 00:00:00.000 UTC,1558,3814,1448,2941,52055.09573932962,2.9022770599999996e+06,50315.48664632952,-198392.5699999999
2022-05-17 00:00:00.000 UTC,173,3932,166,3237,885.988165347942,2.6482304899999993e+06,0.27184299794218136,57445.65999999994
2022-05-18 00:00:00.000 UTC,1450,3479,1318,2834,50368.192245437574,3.7516890799999987e+06,49393.0425224376,1.6654997000000016e+06
2022-05-19 00:00:00.000 UTC,266,2717,257,1900,1546.6487598352749,2.6898029299999992e+06,-0.12277516472363548,114229.83999999975
2022-05-20 00:00:00.000 UTC,902,2645,861,1980,31489.125972168265,1.5180914800000004e+06,30705.753506665882,-1.133973309999999e+06
2022-05-21 00:00:00.000 UTC,705,3395,658,2728,19226.635360151842,2.558992449999997e+06,18406.805583151854,851100.9499999994
2022-05-22 00:00:00.000 UTC,1725,3805,1593,2951,52375.759510534146,2.7698365999999987e+06,50370.47705003416,634648.74
2022-05-23 00:00:00.000 UTC,312,3506,284,2700,1607.7908241544412,2.9354648400000012e+06,-28.91065944556052,44016.370000000425
2022-05-24 00:00:00.000 UTC,1499,5111,1306,3740,50525.474916991014,2.8328410100000002e+06,48739.31858185103,1.0460795099999999e+06
2022-05-25 00:00:00.000 UTC,231,2846,210,2215,1660.9637570999992,2.8141218299999996e+06,43.46288559999925,873529.9300000006
2022-05-26 00:00:00.000 UTC,690,1372,643,1121,19645.83804298974,2.552297169999999e+06,18556.497156429727,1.2932196999999997e+06
2022-05-27 00:00:00.000 UTC,981,1541,941,1269,27609.30853021812,1.6179083400000003e+06,26522.93819421809,-783668.8300000002
2022-05-28 00:00:00.000 UTC,203,2790,156,2237,918.308164555944,2.051397920000001e+06,0.01697489594368604,-6.25139476e+06
2022-05-29 00:00:00.000 UTC,166,2674,154,2202,1080.208349630116,6.016067549999999e+06,-1.0420354698840018,3.6021140399999986e+06
2022-05-30 00:00:00.000 UTC,1049,2024,771,1387,40706.096640249656,2.6013946400000015e+06,40114.68387424963,577946.7299999996
2022-05-31 00:00:00.000 UTC,867,1807,807,1349,30526.985822246304,2.814004740000001e+06,29988.63773624631,294326.3100000008
2022-06-01 00:00:00.000 UTC,277,2256,252,1869,7862.735602284781,2.0218935200000012e+06,7802.39451718478,449608.5400000001
2022-06-02 00:00:00.000 UTC,988,1730,783,1435,34266.642482333424,1.69735913e+06,34076.81712975435,243235.1
2022-06-03 00:00:00.000 UTC,401,2175,374,1662,11537.941859347135,2.8419832499999986e+06,11228.600670347136,1.623020660000001e+06
2022-06-04 00:00:00.000 UTC,544,2580,511,2134,17445.089815117266,1.97012489e+06,16885.555480117247,728723.8399999995
2022-06-05 00:00:00.000 UTC,332,3334,242,2869,19633.047944551618,3.3590477400000016e+06,18854.793526551624,-9.260105589999998e+06
2022-06-06 00:00:00.000 UTC,117,3318,105,2634,646.500956127882,3.0767598299999963e+06,386.5484103925775,1.0109047400000002e+06
2022-06-07 00:00:00.000 UTC,314,2932,273,2484,18643.73039253326,2.564330510000001e+06,17916.10756503726,1.1896364800000007e+06
2022-06-08 00:00:00.000 UTC,82,1320,63,1105,1109.6746546560398,1.4614759899999995e+06,177.18915725603955,144424.14999999994
2022-06-09 00:00:00.000 UTC,271,3061,230,2673,20131.136726370074,1.68087692e+06,18655.30117271707,58983.489999999794
2022-06-10 00:00:00.000 UTC,244,2543,203,2193,3299.7881490174163,2.6733956099999994e+06,996.489381317414,751900.6900000006
2022-06-11 00:00:00.000 UTC,646,4210,574,3675,20672.21117614382,2.264680139999999e+06,19432.591049827803,174144.77000000022
2022-06-12 00:00:00.000 UTC,890,3520,764,3019,33677.58353057973,3.165058200000001e+06,31850.811914499747,1.741598800000001e+06
2022-06-13 00:00:00.000 UTC,134,1068,79,900,2790.411547091441,2.128171760000001e+06,909.0093015914399,758780.3800000015
2022-06-14 00:00:00.000 UTC,877,2443,842,2088,16049.459492385118,2.3694176499999985e+06,14118.977208885102,733985.8999999997
2022-06-15 00:00:00.000 UTC,177,1774,130,1550,2553.0506319742067,2.80175978e+06,1174.9237199440631,874409.0499999997
2022-06-16 00:00:00.000 UTC,406,2542,315,2142,16336.393245007494,2.840777040000001e+06,14782.35839589664,844417.0399999996
2022-06-17 00:00:00.000 UTC,432,2295,388,1929,3714.7146645113635,2.8340587200000007e+06,3404.1209253813627,1.472787510000001e+06
2022-06-18 00:00:00.000 UTC,210,2377,160,2032,4513.805906313493,2.993736349999999e+06,3363.756921313493,629278.1199999999
2022-06-19 00:00:00.000 UTC,390,3390,297,2862,14705.99315976484,3.422313159999998e+06,12701.243264924855,-746052.9300000011
2022-06-20 00:00:00.000 UTC,115,4300,91,3629,1409.9494615792814,5.1496504799999995e+06,1144.1102438792811,-163855.37999999998
2022-06-21 00:00:00.000 UTC,311,3138,263,2463,15088.485196665448,2.0326309200000006e+06,12366.938487375446,267127.99000000063
2022-06-22 00:00:00.000 UTC,196,3962,171,3327,3182.2063455603216,1.8280546800000004e+06,1504.4983431135613,-665536.9200000004
2022-06-23 00:00:00.000 UTC,246,4311,176,3590,13885.513976487835,1.6702088800000006e+06,11661.094828531843,152181.1600000002
2022-06-24 00:00:00.000 UTC,154,1956,136,1634,2426.7994678549794,1.898577800000001e+06,787.8648934999802,558246.4899999998
2022-06-25 00:00:00.000 UTC,117,1777,111,1045,1334.48980816681,973158.0300000003,517.1202225718094,-1.7211440499999989e+06
2022-06-26 00:00:00.000 UTC,251,1211,233,1022,13832.871699195777,1.12690273e+06,12826.022682195777,-1.314979899999999e+06
2022-06-27 00:00:00.000 UTC,94,1183,87,1071,1107.079663506489,553044.0699999998,187.29900896348886,-1.1842843700000003e+06
2022-06-28 00:00:00.000 UTC,256,905,224,740,14077.689225009726,611713.3000000002,12179.190927009731,-123613.48999999998
2022-06-29 00:00:00.000 UTC,136,756,118,520,12781.650337718998,475553.23,11438.137369498998,-798737.4000000004
2022-06-30 00:00:00.000 UTC,352,467,334,386,11276.46857170659,2.3969989600000014e+06,9542.492315706591,-75469.50000000026
2022-07-01 00:00:00.000 UTC,315,819,292,647,2082.7694699480803,532990.7199999997,858.2527660692808,-133262.83999999997
2022-07-02 00:00:00.000 UTC,243,960,223,818,2804.675297184688,670344.0500000003,655.4435835846903,251589.9000000001
2022-07-03 00:00:00.000 UTC,466,1310,420,1065,12925.800811310943,562035.5899999996,11347.43934712095,-220598.52000000005
2022-07-04 00:00:00.000 UTC,344,714,325,507,7373.756985235498,698303.51,2060.5026004355027,285195.66
2022-07-05 00:00:00.000 UTC,167,612,133,492,13168.68812003113,424180.39999999997,11924.041038031135,82644.11999999998
2022-07-06 00:00:00.000 UTC,102,604,98,514,1262.3451248720598,530691.8699999999,421.21033027206005,-74435.25999999998
2022-07-07 00:00:00.000 UTC,301,1580,284,1519,11199.574158481988,602341.3200000003,4298.523947181999,5837.440000000057
2022-07-08 00:00:00.000 UTC,359,3266,320,2929,13549.119436045808,225200.13,9463.379114181811,-852074.7100000002
2022-07-09 00:00:00.000 UTC,223,933,212,794,2502.4019861000056,1.6317373399999996e+06,731.2745090538058,875856.0299999997
2022-07-10 00:00:00.000 UTC,377,842,349,714,11416.4146268008,389587.2700000003,9079.426696159164,-129838.6899999999
2022-07-11 00:00:00.000 UTC,235,633,223,503,4760.648955128502,696417.7500000002,2998.561714828502,241226.21999999997
2022-07-12 00:00:00.000 UTC,277,638,251,559,13234.737904629455,819893.9100000001,11039.657324729456,-730955.8900000001
2022-07-13 00:00:00.000 UTC,195,1015,173,594,3747.889951404642,389154.3200000001,2820.189338404641,-494107.45
2022-07-14 00:00:00.000 UTC,398,1656,318,874,15238.610021017534,925667.48,13335.65740061754,-1.1484225599999998e+06
2022-07-15 00:00:00.000 UTC,185,1274,162,824,3796.207097198557,757311.3600000003,2701.2017772869563,-980745.5699999996
2022-07-16 00:00:00.000 UTC,300,1360,278,1180,2596.558518571363,2.7066024400000013e+06,1238.9464190213628,-42328.36999999993
2022-07-17 00:00:00.000 UTC,173,1694,151,1291,7001.660068341443,1.0227231e+06,5314.945128741442,-267647.0900000002
2022-07-18 00:00:00.000 UTC,209,749,193,646,12337.822781605251,595103.86,11142.987975605249,-1.0200798400000002e+06
2022-07-19 00:00:00.000 UTC,114,1095,110,963,3967.517983289999,1.2585321499999997e+06,3122.25021529,-299303.5300000003
2022-07-20 00:00:00.000 UTC,399,2455,384,2293,20417.553674740735,830493.5300000004,18788.92888454074,-2.1989692600000002e+06
2022-07-21 00:00:00.000 UTC,431,1128,398,903,17417.0023605478,878258.7900000003,13463.3039071478,-17896.839999999993
2022-07-22 00:00:00.000 UTC,417,1351,380,1081,16323.25639499983,745264.3299999998,11941.715667719895,199874.1900000001
2022-07-23 00:00:00.000 UTC,468,1668,417,1475,24762.196979040407,1.0235070999999997e+06,21199.854986740425,-15115.459999999946
2022-07-24 00:00:00.000 UTC,382,1859,355,1441,28063.07905051412,967482.6600000003,21712.3988488472,-224893.41000000012
2022-07-25 00:00:00.000 UTC,312,1431,294,1286,17236.133361129407,916168.6300000004,14193.085014289401,295077.26
2022-07-26 00:00:00.000 UTC,244,677,219,550,9079.520864850005,588097.5800000001,4395.892999027003,181787.5400000002
2022-07-27 00:00:00.000 UTC,198,1321,176,1065,10707.526372500508,510514.04999999993,6182.618271300527,-753036.7699999997
2022-07-28 00:00:00.000 UTC,235,1297,217,847,5523.803363914401,696934.2700000003,-5544.365784160605,94823.13000000008
2022-07-29 00:00:00.000 UTC,133,949,129,804,8269.280359267601,1.4688924499999993e+06,6834.6328288676,-665002.2400000006
2022-07-30 00:00:00.000 UTC,276,1842,261,1411,13381.72052959686,844281.6200000007,8040.797691050479,-388721.9900000002
2022-07-31 00:00:00.000 UTC,302,1799,269,1386,25935.49528360986,784266.3700000001,20522.91182217985,-20243.870000000134
2022-08-01 00:00:00.000 UTC,230,1047,217,829,16766.79079661699,638495.2499999995,13765.233336117,-347975.5400000002
2022-08-02 00:00:00.000 UTC,198,999,183,752,9665.598384375995,651438.5600000005,5334.421550376,-32254.31000000001
2022-08-03 00:00:00.000 UTC,217,969,201,776,13892.519059900002,584136.3099999998,9743.402351300005,-499398.7200000001
2022-08-04 00:00:00.000 UTC,193,1218,180,811,15828.1129816378,562560.9500000001,13015.812718837804,-354505.39000000013
2022-08-05 00:00:00.000 UTC,239,1019,221,809,23245.99651330001,688632.2200000004,21518.459951300003,-579415.5800000003
2022-08-06 00:00:00.000 UTC,429,6166,386,5865,26020.905775767795,842567.2900000003,23320.81043797121,-880789.8300000003
2022-08-07 00:00:00.000 UTC,395,1721,356,1411,30633.23729626951,696609.0699999996,19144.437523589502,-83779.82999999994
2022-08-08 00:00:00.000 UTC,224,1102,204,986,17968.447680141417,1.690753119999999e+06,12415.829739261419,317859.80000000016
2022-08-09 00:00:00.000 UTC,206,814,196,653,25406.783663670005,295644.09,22523.174235579998,-382061.13
2022-08-10 00:00:00.000 UTC,264,863,244,726,24120.843043799174,401743.8500000001,16130.576773599185,-106376.06999999993
2022-08-11 00:00:00.000 UTC,227,563,197,505,19710.582900250007,410930.9,9410.274204250001,-1.23004472e+06
2022-08-12 00:00:00.000 UTC,136,1076,127,875,16154.416291326499,406853.9,10355.528231026503,-197117.73999999993
2022-08-13 00:00:00.000 UTC,292,1503,276,1246,17451.09873649314,849808.1300000009,9855.641396493142,-104790.0099999998
2022-08-14 00:00:00.000 UTC,347,1593,303,1207,10994.538431611176,772072.2799999999,7931.790455412598,-265033.29000000015
2022-08-15 00:00:00.000 UTC,116,1016,101,449,6549.5328954999995,471394.1900000001,1008.168767700001,-236683.66999999998
2022-08-16 00:00:00.000 UTC,250,1335,233,1145,12994.867580000002,671287.1700000003,9499.046809999993,-36856.86999999997
2022-08-17 00:00:00.000 UTC,461,999,420,847,21954.60036693001,592621.0000000001,18089.849750130004,-1.3776384800000004e+06
2022-08-18 00:00:00.000 UTC,295,1754,266,1671,19334.79196280382,469835.9200000001,13499.311773803824,-7569.479999999984
2022-08-19 00:00:00.000 UTC,108,711,101,588,6955.01184857,562615.9399999996,-1553.9763294300012,-92092.19000000009
2022-08-20 00:00:00.000 UTC,359,1247,339,961,14641.81533259432,619919.0099999999,10473.279667314317,87905.3799999999
2022-08-21 00:00:00.000 UTC,351,1863,328,1356,27815.34387275101,1.0331394399999997e+06,21720.643496751018,-180511.4999999999
2022-08-22 00:00:00.000 UTC,247,1489,233,1039,21736.41733183139,238722.29999999996,-12432.394203708589,-203175.27999999997
2022-08-23 00:00:00.000 UTC,284,611,267,540,33255.991963430104,497615.99000000005,30693.29937722011,-92923.43999999996
2022-08-24 00:00:00.000 UTC,175,836,156,721,22417.021031680008,505764.62000000005,18790.578841679988,111212.05999999991
2022-08-25 00:00:00.000 UTC,156,1142,137,997,9790.605404251204,810450.8199999997,3356.477427251203,-96497.24999999984
2022-08-26 00:00:00.000 UTC,181,1020,170,897,11150.236658218748,497408.0500000001,8679.24231621875,97338.1600000001
2022-08-27 00:00:00.000 UTC,353,983,314,861,27039.690021362974,211443.16999999993,22588.75202576299,-135217.93000000017
2022-08-28 00:00:00.000 UTC,191,1124,155,966,20138.793690217615,282396.9899999998,15761.305798217609,-336091.91
2022-08-29 00:00:00.000 UTC,173,810,155,664,7291.361203131698,463300.99,802.8305033317025,-179625.56999999995
2022-08-30 00:00:00.000 UTC,144,629,113,524,11636.573845059998,370581.4499999999,-54093.028112939974,-371802.9999999999
2022-08-31 00:00:00.000 UTC,153,3736,128,640,5407.4617800000005,836939.8399999994,2264.9203635679987,268388.3500000005
2022-09-01 00:00:00.000 UTC,210,3246,199,620,11676.014987593795,162746.26000000004,10843.8512115938,-134203.6699999999
2022-09-02 00:00:00.000 UTC,127,1267,115,671,18446.680413599996,670619.37,11667.700529600006,7057.6599999999435
2022-09-03 00:00:00.000 UTC,232,5739,208,1924,30435.418081217013,441105.4099999999,25609.4795928009,-1.9067828700000006e+06
2022-09-04 00:00:00.000 UTC,520,2238,443,1495,46817.69652559996,405468.4899999998,31290.999147599996,-1.1290188499999999e+06
2022-09-05 00:00:00.000 UTC,342,1356,305,1110,36359.405109526546,1.9437128e+06,21970.442705026522,440149.57999999984
2022-09-06 00:00:00.000 UTC,330,1851,275,1736,26059.959185508287,732684.4400000003,-53361.36101979175,-592405.12
2022-09-07 00:00:00.000 UTC,196,1109,169,772,13878.796481061796,248573.78999999998,5930.051207061796,-146526.18999999992
2022-09-08 00:00:00.000 UTC,105,6366,96,1095,5383.4844365,539186.0900000003,-3208.320786500002,-1.5631718099999996e+06
2022-09-09 00:00:00.000 UTC,72,952,63,783,6183.58452116,512781.45,2189.7635173299573,-353529.6100000001
2022-09-10 00:00:00.000 UTC,129,3181,126,2989,8072.48095563638,1.0405848599999995e+06,-3494.403208363615,249304.27999999965
2022-09-11 00:00:00.000 UTC,160,2346,143,2068,19863.11691602999,749325.45,16163.974324029996,-1.4613757699999998e+06
2022-09-12 00:00:00.000 UTC,152,1825,145,1512,10736.174632700002,1.4546281300000001e+06,-24759.94386771922,110013.88999999984
2022-09-13 00:00:00.000 UTC,132,1289,124,1091,8297.6161582,2.5098259199999985e+06,-4269.378012809976,1.9144464999999998e+06
2022-09-14 00:00:00.000 UTC,149,1052,140,967,7122.024707423798,336014.19999999984,1099.8627775538018,336014.19999999984
2022-09-15 00:00:00.000 UTC,95,516,90,471,5370.852600870899,135016.50999999995,-10947.815947454092,135016.50999999995
2022-09-16 00:00:00.000 UTC,110,1153,105,1037,6373.070703889999,2.81260515e+06,4216.904674190001,2.81260515e+06
2022-09-17 00:00:00.000 UTC,230,1918,184,1742,13361.639072906097,1.2425393200000003e+06,9577.5034089061,1.2425393200000003e+06
2022-09-18 00:00:00.000 UTC,229,1811,195,1682,14892.282462855399,686137.5699999998,13154.043712159404,686137.5699999998
2022-09-19 00:00:00.000 UTC,144,1415,132,1259,9997.648866371997,1.0029816700000005e+06,8201.862116372,1.0029816700000005e+06
2022-09-20 00:00:00.000 UTC,159,1935,146,1810,9163.133810193664,865480.1699999997,4880.8435566959515,865480.1699999997
2022-09-21 00:00:00.000 UTC,170,1952,155,1739,14459.445929192003,801024.8799999994,7420.232324930199,801024.8799999994
2022-09-22 00:00:00.000 UTC,99,2582,82,2268,14098.75198239397,724411.9500000003,-1148.69367460603,724411.9500000003
2022-09-23 00:00:00.000 UTC,105,1086,100,1042,5390.4058258,1.5076203399999992e+06,1385.2752118000008,1.5076203399999992e+06
2022-09-24 00:00:00.000 UTC,251,898,176,838,14689.852430737657,1.0138864200000002e+06,10365.746874777706,1.0138864200000002e+06
2022-09-25 00:00:00.000 UTC,171,983,148,945,27825.315267854014,607024.0400000004,24221.207494154,607024.0400000004
2022-09-26 00:00:00.000 UTC,210,1501,185,1469,25624.945730822514,449168.7499999997,18435.921217432497,449168.7499999997
2022-09-27 00:00:00.000 UTC,116,622,94,600,10605.36313044,573248.5800000002,6897.359970440001,573248.5800000002
2022-09-28 00:00:00.000 UTC,183,782,168,762,6870.0021451480325,229928.93000000008,3985.357905148034,229928.93000000008
2022-09-29 00:00:00.000 UTC,144,810,129,789,14701.175813653013,363181.46000000014,10456.634893871704,363181.46000000014
2022-09-30 00:00:00.000 UTC,140,643,114,603,6156.3804132159985,523706.92,5172.591375816,523706.92
2022-10-01 00:00:00.000 UTC,163,1361,139,1289,16263.350409972947,643427.2599999998,12101.93771633792,643427.2599999998
2022-10-02 00:00:00.000 UTC,326,1102,241,1047,23448.63844684684,1.8166836599999992e+06,18962.101136241803,1.8166836599999992e+06
2022-10-03 00:00:00.000 UTC,200,496,174,460,29659.741122512012,417077.2299999998,26866.315692512013,417077.2299999998
2022-10-04 00:00:00.000 UTC,219,575,195,550,23622.2811387586,327286.0100000001,17622.329925758608,327286.0100000001
2022-10-05 00:00:00.000 UTC,246,596,217,559,26869.418994405998,712308.1500000001,23276.220890806006,712308.1500000001
2022-10-06 00:00:00.000 UTC,212,533,183,504,25134.58511780144,524921.83,19862.60663452144,524921.83
2022-10-07 00:00:00.000 UTC,235,726,198,674,34837.964051,606808.2999999996,15272.407276000004,606808.2999999996
2022-10-08 00:00:00.000 UTC,159,474,127,422,14707.037029337402,636590.3599999996,14124.551389337403,636590.3599999996
2022-10-09 00:00:00.000 UTC,130,215,93,189,10634.302218600002,191973.49,7309.671733355975,191973.49
2022-10-10 00:00:00.000 UTC,84,162,77,146,3956.121871,252652.41000000003,-83482.87747399996,252652.41000000003
2022-10-11 00:00:00.000 UTC,111,289,102,272,6797.5302005,1.246753119999999e+06,5081.8051889,1.246753119999999e+06
2022-10-12 00:00:00.000 UTC,118,364,104,337,10757.950637915003,350865.23000000016,9653.523316915,350865.23000000016
2022-10-13 00:00:00.000 UTC,94,408,73,327,24200.346012708003,1.376747689999999e+06,22743.836587728983,1.376747689999999e+06
2022-10-14 00:00:00.000 UTC,92,475,82,402,9892.8294365,443920.46,8818.605013012,443920.46
2022-10-15 00:00:00.000 UTC,92,498,79,468,8263.828506466003,435378.5000000002,5942.130389945998,435378.5000000002
2022-10-16 00:00:00.000 UTC,204,1147,184,1075,12131.872319699203,600250.5199999997,10577.3594796992,600250.5199999997
2022-10-17 00:00:00.000 UTC,134,738,125,675,13057.681667280003,341293.29999999993,7480.866734260001,341293.29999999993
2022-10-18 00:00:00.000 UTC,111,753,92,686,36890.14852607102,339175.13000000006,30449.187006971006,339175.13000000006
2022-10-19 00:00:00.000 UTC,448,2005,404,1784,37053.87994599999,1.047602849999999e+06,32315.639275000012,1.047602849999999e+06
2022-10-20 00:00:00.000 UTC,589,3654,518,3227,71575.39110712794,3.295736230000001e+06,61938.537477071135,3.295736230000001e+06
2022-10-21 00:00:00.000 UTC,821,6742,712,5839,99836.52377763396,2.7910568399999994e+06,86452.61884851525,2.7910568399999994e+06
2022-10-22 00:00:00.000 UTC,1035,8111,786,7052,69722.49591119932,2.8609741300000004e+06,52135.84785189426,2.8609741300000004e+06
2022-10-23 00:00:00.000 UTC,1621,9099,1507,7953,104920.11778574812,3.21109568e+06,89200.70278147164,3.21109568e+06
2022-10-24 00:00:00.000 UTC,2055,9125,1948,7934,164613.06541801564,4.487039040000001e+06,135498.44226975634,4.487039040000001e+06
2022-10-25 00:00:00.000 UTC,2099,7366,1944,6237,184566.49261593254,2.7646355500000007e+06,148939.39858538,2.7646355500000007e+06
2022-10-26 00:00:00.000 UTC,1813,7242,1694,6191,199778.84457241674,3.10694354e+06,127690.25387111654,3.10694354e+06
2022-10-27 00:00:00.000 UTC,2842,7654,2724,6615,209218.39650384735,3.8751725800000024e+06,164257.4308607462,3.8751725800000024e+06
2022-10-28 00:00:00.000 UTC,1456,3860,1345,3390,136147.23055570648,1.825379260000001e+06,102957.81624756074,1.825379260000001e+06
2022-10-29 00:00:00.000 UTC,1475,2266,1349,1966,133352.6573217378,2.6611257299999995e+06,-64655.95512172999,2.6611257299999995e+06
2022-10-30 00:00:00.000 UTC,1430,2500,1333,2195,142231.09076639722,1.1596921700000002e+06,75244.9358551673,1.1596921700000002e+06
2022-10-31 00:00:00.000 UTC,1020,1784,953,1600,90730.35667507081,1.15184233e+06,44919.81146088672,1.15184233e+06
2022-11-01 00:00:00.000 UTC,1423,2227,1337,1999,138995.0088560914,1.402295679999999e+06,81721.30443904869,1.402295679999999e+06
2022-11-02 00:00:00.000 UTC,1296,1874,1199,1709,118869.68505874636,633499.6000000006,80378.5584008864,633499.6000000006
2022-11-03 00:00:00.000 UTC,901,1369,820,1222,80866.19582106917,682109.1199999999,60269.058082569085,682109.1199999999
2022-11-04 00:00:00.000 UTC,887,1410,811,1293,78411.24750816997,506505.74999999994,40156.15992561922,506505.74999999994
2022-11-05 00:00:00.000 UTC,1190,1645,1107,1525,99621.35825978906,1.7370506999999997e+06,78050.43097631907,1.7370506999999997e+06
2022-11-06 00:00:00.000 UTC,1508,2918,1418,2750,108454.99052839895,944155.9300000004,-60941.13718812091,944155.9300000004
2022-11-07 00:00:00.000 UTC,1062,1557,968,1385,75760.69390651751,672308.67,40730.252895135396,672308.67
2022-11-08 00:00:00.000 UTC,999,1194,898,1117,84273.4260056631,1.149855630000001e+06,53735.470518540205,1.149855630000001e+06
2022-11-09 00:00:00.000 UTC,466,824,422,768,30905.583279805494,1.2120835699999998e+06,-40200.84298918683,1.2120835699999998e+06
2022-11-10 00:00:00.000 UTC,485,633,449,594,42770.07655587996,1.4689140999999996e+06,25357.460924128,1.4689140999999996e+06
2022-11-11 00:00:00.000 UTC,631,1558,568,1485,53947.19704396806,1.1086973000000003e+06,-57660.172628532164,1.1086973000000003e+06
2022-11-12 00:00:00.000 UTC,929,1626,875,1507,100465.3521540525,771080.3,83706.7822036123,771080.3
2022-11-13 00:00:00.000 UTC,693,1360,647,1243,59267.58757126273,567037.4300000004,41789.50822767469,567037.4300000004
2022-11-14 00:00:00.000 UTC,642,872,591,774,69617.84826464241,1.0273724999999997e+06,40040.47095783315,1.0273724999999997e+06
2022-11-15 00:00:00.000 UTC,907,1563,861,1438,74694.0984709232,731731.9300000003,32337.30989802337,731731.9300000003
2022-11-16 00:00:00.000 UTC,1490,2836,1367,2636,137591.98762933226,1.96219295e+06,105652.91765863248,1.96219295e+06
2022-11-17 00:00:00.000 UTC,2080,5954,1900,5375,195594.6824995677,4.017368439999999e+06,152861.97391306094,4.017368439999999e+06
2022-11-18 00:00:00.000 UTC,2153,5282,1929,4791,215690.8020665439,4.95282409e+06,29378.723272356005,4.95282409e+06
2022-11-19 00:00:00.000 UTC,2084,4730,1864,4179,208129.14664978438,4.594082220000001e+06,61546.67931003688,4.594082220000001e+06
2022-11-20 00:00:00.000 UTC,2125,4502,1907,3997,281066.2219743029,5.200425110000001e+06,187117.11596520297,5.200425110000001e+06
2022-11-21 00:00:00.000 UTC,2238,3905,1980,3475,211021.3598404201,3.807481700000001e+06,90186.29311071741,3.807481700000001e+06
2022-11-22 00:00:00.000 UTC,1977,3939,1791,3528,189695.68265003726,2.761889110000001e+06,-60771.68954900042,2.761889110000001e+06
2022-11-23 00:00:00.000 UTC,1692,3410,1527,3178,204431.86040544088,2.5917661100000003e+06,117817.7823643331,2.5917661100000003e+06
2022-11-24 00:00:00.000 UTC,1860,3290,1678,3069,205486.69047325852,2.074631840000001e+06,94270.49856924267,2.074631840000001e+06
2022-11-25 00:00:00.000 UTC,2110,3092,1889,2824,209400.8653031751,2.775181330000001e+06,8884.705219046524,2.775181330000001e+06
2022-11-26 00:00:00.000 UTC,1989,2808,1788,2579,208792.27879207532,2.0826374699999997e+06,106021.85943834523,2.0826374699999997e+06
2022-11-27 00:00:00.000 UTC,1823,2492,1661,2242,242154.2873018143,1.9436587200000002e+06,141375.26321573768,1.9436587200000002e+06
2022-11-28 00:00:00.000 UTC,1368,2194,1262,1944,128573.21706585163,2.1731215899999994e+06,76033.4013330417,2.1731215899999994e+06
